timestamp,simple-path,time
2021-09-09 20:37:30.61,/master/welcome,5119
2021-09-09 20:37:31.009,/master/welcome,370
2021-09-09 20:37:33.464,/master/sign-in,2253
2021-09-09 20:37:34.807,/master/welcome,628
2021-09-09 20:37:37.673,/master/welcome,314
2021-09-09 20:37:38.374,/master/welcome,592
2021-09-09 20:37:39.002,/master/welcome,438
2021-09-09 20:37:39.392,/master/welcome,331
2021-09-09 20:37:40.091,/master/sign-in,596
2021-09-09 20:37:41.409,/master/welcome,613
2021-09-09 20:37:43.354,/administrator/configuration/list-all,1683
2021-09-09 20:37:45.29,/administrator/configuration/show,1225
2021-09-09 20:37:45.778,/master/welcome,333
2021-09-09 20:37:46.478,/master/welcome,591
2021-09-09 20:37:46.911,/master/welcome,327
2021-09-09 20:37:47.495,/administrator/configuration/show,552
2021-09-09 20:37:51.572,/master/welcome,387
2021-09-09 20:37:51.839,/master/welcome,240
2021-09-09 20:37:52.55,/master/sign-in,602
2021-09-09 20:37:53.842,/master/welcome,610
2021-09-09 20:37:56.206,/master/welcome,360
2021-09-09 20:37:56.912,/master/welcome,596
2021-09-09 20:37:57.332,/master/welcome,331
2021-09-09 20:37:57.627,/master/welcome,275
2021-09-09 20:37:58.343,/master/sign-in,608
2021-09-09 20:37:59.683,/master/welcome,611
2021-09-09 20:38:00.515,/administrator/configuration/list-all,584
2021-09-09 20:38:01.365,/administrator/configuration/show,604
2021-09-09 20:38:02.914,/administrator/configuration/list-all,1182
2021-09-09 20:38:04.198,/administrator/configuration/show,590
2021-09-09 20:38:04.669,/master/welcome,317
2021-09-09 20:38:05.364,/master/welcome,586
2021-09-09 20:38:05.722,/master/welcome,275
2021-09-09 20:38:06.035,/master/welcome,282
2021-09-09 20:38:06.743,/master/sign-in,591
2021-09-09 20:38:08.058,/master/welcome,596
2021-09-09 20:38:08.888,/administrator/configuration/list-all,585
2021-09-09 20:38:09.735,/administrator/configuration/show,613
2021-09-09 20:38:10.746,/administrator/configuration/update,607
2021-09-09 20:38:11.059,/master/welcome,257
2021-09-09 20:38:11.763,/master/welcome,596
2021-09-09 20:38:16.387,/master/welcome,358
2021-09-09 20:38:16.696,/master/welcome,279
2021-09-09 20:38:17.395,/master/sign-in,587
2021-09-09 20:38:18.673,/master/welcome,606
2021-09-09 20:38:20.735,/master/welcome,643
2021-09-09 20:38:21.6,/master/welcome,740
2021-09-09 20:38:22.037,/master/welcome,345
2021-09-09 20:38:22.643,/master/welcome,574
2021-09-09 20:38:23.363,/master/sign-in,613
2021-09-09 20:38:25.065,/master/welcome,581
2021-09-09 20:38:26.428,/manager/work-plan/list-mine,1143
2021-09-09 20:38:28.796,/manager/work-plan/show,1140
2021-09-09 20:38:31.245,/manager/work-plan/list-mine,1733
2021-09-09 20:38:32.571,/manager/work-plan/list-mine,1131
2021-09-09 20:38:34.914,/manager/work-plan/show,1160
2021-09-09 20:38:35.578,/master/welcome,329
2021-09-09 20:38:36.307,/master/welcome,583
2021-09-09 20:38:36.702,/master/welcome,314
2021-09-09 20:38:37.295,/master/welcome,564
2021-09-09 20:38:38.004,/master/sign-in,599
2021-09-09 20:38:40.366,/master/welcome,1175
2021-09-09 20:38:41.752,/manager/work-plan/list-mine,1137
2021-09-09 20:38:43.074,/manager/work-plan/show,612
2021-09-09 20:38:44.411,/manager/work-plan/update,624
2021-09-09 20:38:49.172,/master/welcome,292
2021-09-09 20:38:49.469,/master/welcome,264
2021-09-09 20:38:50.164,/master/sign-in,590
2021-09-09 20:38:51.452,/master/welcome,595
2021-09-09 20:38:53.979,/master/welcome,544
2021-09-09 20:38:54.682,/master/welcome,593
2021-09-09 20:38:55.344,/master/welcome,585
2021-09-09 20:38:55.964,/master/welcome,550
2021-09-09 20:38:56.793,/master/sign-in,638
2021-09-09 20:38:58.565,/master/welcome,588
2021-09-09 20:38:59.929,/manager/work-plan/list-mine,1146
2021-09-09 20:39:02.539,/manager/work-plan/show,1132
2021-09-09 20:39:04.526,/manager/work-plan/list-mine,1239
2021-09-09 20:39:05.086,/master/welcome,532
2021-09-09 20:39:05.787,/master/welcome,592
2021-09-09 20:39:06.434,/master/welcome,571
2021-09-09 20:39:06.847,/manager/work-plan/show,382
2021-09-09 20:39:11.958,/master/welcome,333
2021-09-09 20:39:12.251,/master/welcome,261
2021-09-09 20:39:12.949,/master/sign-in,591
2021-09-09 20:39:14.244,/master/welcome,613
2021-09-09 20:39:15.995,/master/welcome,312
2021-09-09 20:39:16.704,/master/welcome,598
2021-09-09 20:39:17.047,/master/welcome,252
2021-09-09 20:39:17.303,/master/welcome,227
2021-09-09 20:39:18.007,/master/sign-in,596
2021-09-09 20:39:19.291,/master/welcome,587
2021-09-09 20:39:20.124,/manager/work-plan/create,591
2021-09-09 20:39:21.691,/master/welcome,599
2021-09-09 20:39:22.471,/manager/work-plan/list-mine,598
2021-09-09 20:39:23.312,/manager/work-plan/show,597
2021-09-09 20:39:24.264,/manager/work-plan/68/tasks/list,583
2021-09-09 20:39:25.451,/manager/work-plan/68/tasks/create,1128
2021-09-09 20:39:26.511,/manager/work-plan/list-mine,673
2021-09-09 20:39:27.348,/manager/work-plan/show,598
2021-09-09 20:39:28.033,/manager/work-plan/68/tasks/list,625
2021-09-09 20:39:29.612,/manager/work-plan/68/tasks/show,612
2021-09-09 20:39:30.576,/manager/work-plan/68/tasks/list,590
2021-09-09 20:39:31.231,/manager/work-plan/list-mine,596
2021-09-09 20:39:31.538,/master/welcome,277
2021-09-09 20:39:32.235,/master/welcome,591
2021-09-09 20:39:32.576,/master/welcome,250
2021-09-09 20:39:32.823,/master/welcome,217
2021-09-09 20:39:33.525,/master/sign-in,593
2021-09-09 20:39:34.833,/master/welcome,591
2021-09-09 20:39:36.216,/manager/task/create,1136
2021-09-09 20:39:37.759,/manager/task/create,612
2021-09-09 20:39:38.088,/master/welcome,269
2021-09-09 20:39:38.794,/master/welcome,597
2021-09-09 20:39:39.119,/master/welcome,250
2021-09-09 20:39:39.418,/master/welcome,268
2021-09-09 20:39:40.109,/master/sign-in,585
2021-09-09 20:39:41.418,/master/welcome,612
2021-09-09 20:39:42.261,/manager/task/create,596
2021-09-09 20:39:43.717,/manager/task/create,606
2021-09-09 20:39:44.041,/master/welcome,265
2021-09-09 20:39:44.742,/master/welcome,594
2021-09-09 20:39:45.102,/master/welcome,282
2021-09-09 20:39:45.386,/master/welcome,252
2021-09-09 20:39:46.094,/master/sign-in,598
2021-09-09 20:39:47.379,/master/welcome,609
2021-09-09 20:39:48.218,/manager/task/create,590
2021-09-09 20:39:49.828,/manager/task/create,612
2021-09-09 20:39:50.123,/master/welcome,235
2021-09-09 20:39:50.826,/master/welcome,596
2021-09-09 20:39:51.149,/master/welcome,248
2021-09-09 20:39:51.415,/master/welcome,234
2021-09-09 20:39:52.123,/master/sign-in,598
2021-09-09 20:39:53.402,/master/welcome,593
2021-09-09 20:39:54.274,/manager/task/create,609
2021-09-09 20:39:55.804,/manager/task/create,609
2021-09-09 20:39:56.131,/master/welcome,266
2021-09-09 20:39:56.837,/master/welcome,595
2021-09-09 20:40:01.476,/master/welcome,292
2021-09-09 20:40:01.742,/master/welcome,236
2021-09-09 20:40:02.46,/master/sign-in,610
2021-09-09 20:40:03.749,/master/welcome,606
2021-09-09 20:40:05.418,/master/welcome,239
2021-09-09 20:40:06.12,/master/welcome,595
2021-09-09 20:40:06.462,/master/welcome,264
2021-09-09 20:40:06.713,/master/welcome,218
2021-09-09 20:40:07.431,/master/sign-in,611
2021-09-09 20:40:08.731,/master/welcome,606
2021-09-09 20:40:09.572,/manager/work-plan/list-mine,597
2021-09-09 20:40:11.685,/manager/work-plan/show,612
2021-09-09 20:40:12.626,/master/welcome,251
2021-09-09 20:40:13.319,/master/welcome,591
2021-09-09 20:40:13.678,/master/welcome,268
2021-09-09 20:40:13.963,/manager/work-plan/list-mine,254
2021-09-09 20:40:18.536,/master/welcome,257
2021-09-09 20:40:18.797,/master/welcome,231
2021-09-09 20:40:19.497,/master/sign-in,593
2021-09-09 20:40:20.789,/master/welcome,610
2021-09-09 20:40:22.473,/master/welcome,284
2021-09-09 20:40:23.19,/master/welcome,609
2021-09-09 20:40:23.528,/master/welcome,261
2021-09-09 20:40:24.326,/anonymous/work-plan/list,595
2021-09-09 20:40:26.17,/anonymous/work-plan/show,596
2021-09-09 20:40:27.211,/anonymous/work-plan/list,612
2021-09-09 20:40:27.487,/master/welcome,231
2021-09-09 20:40:28.255,/anonymous/work-plan/list,594
2021-09-09 20:40:30.035,/anonymous/work-plan/show,593
2021-09-09 20:40:31.076,/anonymous/work-plan/list,606
2021-09-09 20:40:31.369,/master/welcome,233
2021-09-09 20:40:31.652,/manager/work-plan/show,252
2021-09-09 20:40:36.29,/master/welcome,292
2021-09-09 20:40:36.566,/master/welcome,247
2021-09-09 20:40:37.269,/master/sign-in,594
2021-09-09 20:40:38.571,/master/welcome,610
2021-09-09 20:40:40.281,/master/welcome,254
2021-09-09 20:40:40.982,/master/welcome,593
2021-09-09 20:40:41.293,/master/welcome,239
2021-09-09 20:40:42.063,/anonymous/work-plan/list,600
2021-09-09 20:40:43.94,/anonymous/work-plan/show,607
2021-09-09 20:40:44.971,/anonymous/work-plan/list,601
2021-09-09 20:40:45.252,/master/welcome,237
2021-09-09 20:40:46.053,/anonymous/work-plan/list,595
2021-09-09 20:40:47.9,/anonymous/work-plan/show,609
2021-09-09 20:40:48.92,/anonymous/work-plan/list,591
2021-09-09 20:40:49.216,/master/welcome,238
2021-09-09 20:40:49.504,/manager/work-plan/list-mine,253
2021-09-09 20:40:54.1,/master/welcome,297
2021-09-09 20:40:54.379,/master/welcome,244
2021-09-09 20:40:55.074,/master/sign-in,587
2021-09-09 20:40:56.383,/master/welcome,609
2021-09-09 20:40:58.038,/master/welcome,234
2021-09-09 20:40:58.748,/master/welcome,599
2021-09-09 20:40:59.091,/master/welcome,265
2021-09-09 20:40:59.366,/master/welcome,245
2021-09-09 20:41:00.055,/master/sign-in,584
2021-09-09 20:41:01.33,/master/welcome,592
2021-09-09 20:41:02.735,/administrator/dashboard/show,1162
2021-09-09 20:41:05.392,/master/welcome,254
2021-09-09 20:41:06.107,/master/welcome,607
2021-09-09 20:41:06.42,/master/welcome,236
2021-09-09 20:41:06.703,/administrator/dashboard/show,250
2021-09-09 20:41:06.998,/master/welcome,236
2021-09-09 20:41:07.734,/master/sign-in,613
2021-09-09 20:41:09.037,/master/welcome,605
2021-09-09 20:41:09.375,/administrator/dashboard/show,267
2021-09-09 20:41:09.67,/master/welcome,229
2021-09-09 20:41:10.372,/master/welcome,592
2021-09-09 20:41:15.069,/master/welcome,289
2021-09-09 20:41:15.318,/master/welcome,220
2021-09-09 20:41:16.03,/master/sign-in,603
2021-09-09 20:41:17.328,/master/welcome,611
2021-09-09 20:41:18.985,/master/welcome,238
2021-09-09 20:41:19.706,/master/welcome,613
2021-09-09 20:41:20.048,/master/welcome,252
2021-09-09 20:41:20.301,/master/welcome,226
2021-09-09 20:41:21.022,/master/sign-in,614
2021-09-09 20:41:22.389,/master/welcome,653
2021-09-09 20:41:23.23,/authenticated/task/list,595
2021-09-09 20:41:24.843,/authenticated/task/show,608
2021-09-09 20:41:25.54,/master/welcome,251
2021-09-09 20:41:26.261,/master/welcome,609
2021-09-09 20:41:26.588,/master/welcome,249
2021-09-09 20:41:26.837,/master/welcome,219
2021-09-09 20:41:27.54,/master/sign-in,592
2021-09-09 20:41:28.828,/master/welcome,612
2021-09-09 20:41:29.67,/authenticated/task/list,595
2021-09-09 20:41:31.272,/authenticated/task/show,610
2021-09-09 20:41:31.966,/master/welcome,250
2021-09-09 20:41:32.671,/master/welcome,595
2021-09-09 20:41:32.977,/master/welcome,231
2021-09-09 20:41:33.248,/authenticated/task/list,242
2021-09-09 20:41:33.561,/master/welcome,236
2021-09-09 20:41:33.825,/authenticated/task/show,235
2021-09-09 20:41:38.437,/master/welcome,280
2021-09-09 20:41:38.698,/master/welcome,232
2021-09-09 20:41:39.4,/master/sign-in,592
2021-09-09 20:41:40.689,/master/welcome,607
2021-09-09 20:41:42.389,/master/welcome,265
2021-09-09 20:41:43.091,/master/welcome,592
2021-09-09 20:41:43.401,/master/welcome,235
2021-09-09 20:41:43.663,/master/welcome,233
2021-09-09 20:41:44.359,/master/sign-in,589
2021-09-09 20:41:45.67,/master/welcome,608
2021-09-09 20:41:46.541,/manager/task/create,611
2021-09-09 20:41:48.4,/master/welcome,589
2021-09-09 20:41:49.23,/manager/task/list,648
2021-09-09 20:41:50.07,/manager/task/show,593
2021-09-09 20:41:50.771,/master/welcome,252
2021-09-09 20:41:51.489,/master/welcome,594
2021-09-09 20:41:51.787,/master/welcome,219
2021-09-09 20:41:52.039,/master/welcome,220
2021-09-09 20:41:52.755,/master/sign-in,604
2021-09-09 20:41:54.091,/master/welcome,609
2021-09-09 20:41:54.934,/manager/task/create,596
2021-09-09 20:41:56.755,/master/welcome,597
2021-09-09 20:41:57.555,/manager/task/list,597
2021-09-09 20:41:58.397,/manager/task/show,613
2021-09-09 20:41:59.078,/master/welcome,232
2021-09-09 20:41:59.778,/master/welcome,592
2021-09-09 20:42:00.119,/master/welcome,268
2021-09-09 20:42:00.372,/master/welcome,213
2021-09-09 20:42:01.095,/master/sign-in,613
2021-09-09 20:42:02.4,/master/welcome,612
2021-09-09 20:42:03.284,/manager/task/create,618
2021-09-09 20:42:05.142,/master/welcome,596
2021-09-09 20:42:05.934,/manager/task/list,599
2021-09-09 20:42:06.772,/manager/task/show,608
2021-09-09 20:42:07.533,/master/welcome,252
2021-09-09 20:42:08.231,/master/welcome,587
2021-09-09 20:42:08.554,/master/welcome,249
2021-09-09 20:42:08.804,/master/welcome,218
2021-09-09 20:42:09.503,/master/sign-in,593
2021-09-09 20:42:10.827,/master/welcome,610
2021-09-09 20:42:11.668,/manager/task/create,594
2021-09-09 20:42:13.563,/master/welcome,614
2021-09-09 20:42:14.36,/manager/task/list,596
2021-09-09 20:42:15.188,/manager/task/show,599
2021-09-09 20:42:15.87,/master/welcome,235
2021-09-09 20:42:16.571,/master/welcome,593
2021-09-09 20:42:16.896,/master/welcome,248
2021-09-09 20:42:17.131,/master/welcome,205
2021-09-09 20:42:17.837,/master/sign-in,597
2021-09-09 20:42:19.121,/master/welcome,609
2021-09-09 20:42:19.963,/manager/task/create,593
2021-09-09 20:42:21.82,/master/welcome,588
2021-09-09 20:42:22.586,/manager/task/list,596
2021-09-09 20:42:23.412,/manager/task/show,595
2021-09-09 20:42:24.08,/master/welcome,216
2021-09-09 20:42:24.784,/master/welcome,594
2021-09-09 20:42:25.097,/master/welcome,234
2021-09-09 20:42:25.344,/master/welcome,217
2021-09-09 20:42:26.057,/master/sign-in,600
2021-09-09 20:42:27.363,/master/welcome,606
2021-09-09 20:42:28.207,/manager/task/create,597
2021-09-09 20:42:30.049,/master/welcome,610
2021-09-09 20:42:30.83,/manager/task/list,597
2021-09-09 20:42:31.655,/manager/task/show,595
2021-09-09 20:42:32.337,/master/welcome,236
2021-09-09 20:42:33.053,/master/welcome,609
2021-09-09 20:42:33.369,/master/welcome,239
2021-09-09 20:42:33.619,/master/welcome,220
2021-09-09 20:42:34.356,/master/sign-in,611
2021-09-09 20:42:35.688,/master/welcome,606
2021-09-09 20:42:36.533,/manager/task/create,595
2021-09-09 20:42:38.469,/master/welcome,606
2021-09-09 20:42:39.26,/manager/task/list,592
2021-09-09 20:42:40.082,/manager/task/show,594
2021-09-09 20:42:40.782,/master/welcome,239
2021-09-09 20:42:41.501,/master/welcome,610
2021-09-09 20:42:41.829,/master/welcome,229
2021-09-09 20:42:42.093,/master/welcome,228
2021-09-09 20:42:42.808,/master/sign-in,607
