timestamp,simple-path,time
2021-09-09 18:57:09.344,/master/welcome,4864
2021-09-09 18:57:09.698,/master/welcome,328
2021-09-09 18:57:11.515,/master/sign-in,1676
2021-09-09 18:57:12.823,/master/welcome,610
2021-09-09 18:57:15.768,/master/welcome,350
2021-09-09 18:57:16.473,/master/welcome,596
2021-09-09 18:57:17.015,/master/welcome,347
2021-09-09 18:57:17.329,/master/welcome,268
2021-09-09 18:57:18.036,/master/sign-in,598
2021-09-09 18:57:19.328,/master/welcome,600
2021-09-09 18:57:20.775,/administrator/configuration/list-all,1188
2021-09-09 18:57:22.674,/administrator/configuration/show,1139
2021-09-09 18:57:23.122,/master/welcome,282
2021-09-09 18:57:23.825,/master/welcome,596
2021-09-09 18:57:24.201,/master/welcome,268
2021-09-09 18:57:24.813,/administrator/configuration/show,563
2021-09-09 18:57:29.535,/master/welcome,371
2021-09-09 18:57:29.838,/master/welcome,273
2021-09-09 18:57:30.54,/master/sign-in,589
2021-09-09 18:57:31.825,/master/welcome,591
2021-09-09 18:57:33.499,/master/welcome,266
2021-09-09 18:57:34.204,/master/welcome,596
2021-09-09 18:57:34.589,/master/welcome,308
2021-09-09 18:57:34.937,/master/welcome,316
2021-09-09 18:57:35.637,/master/sign-in,590
2021-09-09 18:57:36.926,/master/welcome,605
2021-09-09 18:57:37.755,/administrator/configuration/list-all,598
2021-09-09 18:57:38.575,/administrator/configuration/show,591
2021-09-09 18:57:40.146,/administrator/configuration/list-all,1182
2021-09-09 18:57:41.524,/administrator/configuration/show,642
2021-09-09 18:57:41.937,/master/welcome,247
2021-09-09 18:57:42.657,/master/welcome,608
2021-09-09 18:57:42.981,/master/welcome,237
2021-09-09 18:57:43.245,/master/welcome,235
2021-09-09 18:57:43.95,/master/sign-in,589
2021-09-09 18:57:45.236,/master/welcome,609
2021-09-09 18:57:46.076,/administrator/configuration/list-all,594
2021-09-09 18:57:46.91,/administrator/configuration/show,604
2021-09-09 18:57:47.877,/administrator/configuration/update,595
2021-09-09 18:57:48.218,/master/welcome,282
2021-09-09 18:57:48.917,/master/welcome,592
2021-09-09 18:57:53.55,/master/welcome,294
2021-09-09 18:57:53.811,/master/welcome,232
2021-09-09 18:57:54.511,/master/sign-in,589
2021-09-09 18:57:55.8,/master/welcome,612
2021-09-09 18:57:57.506,/master/welcome,277
2021-09-09 18:57:58.213,/master/welcome,597
2021-09-09 18:57:58.538,/master/welcome,247
2021-09-09 18:57:58.802,/master/welcome,233
2021-09-09 18:57:59.519,/master/sign-in,589
2021-09-09 18:58:00.816,/master/welcome,615
2021-09-09 18:58:01.652,/manager/work-plan/list-mine,594
2021-09-09 18:58:02.751,/master/welcome,269
2021-09-09 18:58:03.014,/master/welcome,234
2021-09-09 18:58:03.727,/master/sign-in,603
2021-09-09 18:58:05.047,/master/welcome,612
2021-09-09 18:58:05.883,/manager/work-plan/list-mine,591
2021-09-09 18:58:07.771,/manager/work-plan/show,1158
2021-09-09 18:58:09.088,/manager/work-plan/update,590
2021-09-09 18:58:13.787,/master/welcome,330
2021-09-09 18:58:14.046,/master/welcome,230
2021-09-09 18:58:14.754,/master/sign-in,597
2021-09-09 18:58:16.035,/master/welcome,613
2021-09-09 18:58:17.708,/master/welcome,254
2021-09-09 18:58:18.403,/master/welcome,586
2021-09-09 18:58:18.727,/master/welcome,250
2021-09-09 18:58:18.974,/master/welcome,218
2021-09-09 18:58:19.694,/master/sign-in,610
2021-09-09 18:58:20.997,/master/welcome,606
2021-09-09 18:58:21.837,/manager/work-plan/list-mine,588
2021-09-09 18:58:23.086,/master/welcome,265
2021-09-09 18:58:23.394,/manager/work-plan/show,280
2021-09-09 18:58:28.026,/master/welcome,309
2021-09-09 18:58:28.32,/master/welcome,266
2021-09-09 18:58:29.037,/master/sign-in,605
